customer_id,recipe_name,interaction_type,rating,interaction_date,comment,interaction_text
CUS00048,Gỏi cuốn Mayonnaise,like,3.5,2025-02-02,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00048 đã like món Gỏi cuốn Mayonnaise với rating 3.5/5 vào 2025-02-02. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00048,Cơm chiên cá mặn,view,2.5,2025-02-16,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00048 đã view món Cơm chiên cá mặn với rating 2.5/5 vào 2025-02-16. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00048,Món Xào,view,1.0,2025-02-20,"Khó thưởng thức, món chưa đạt yêu cầu.","Khách hàng CUS00048 đã view món Món Xào với rating 1.0/5 vào 2025-02-20. Nhận xét: Khó thưởng thức, món chưa đạt yêu cầu."
CUS00048,Salad rau củ,view,1.1,2025-02-23,Cần cải thiện hương vị.,Khách hàng CUS00048 đã view món Salad rau củ với rating 1.1/5 vào 2025-02-23. Nhận xét: Cần cải thiện hương vị.
CUS00048,Cơm tấm sườn nướng,save,5.0,2025-03-13,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00048 đã save món Cơm tấm sườn nướng với rating 5.0/5 vào 2025-03-13. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00048,Bánh nướng Halloween,save,4.5,2025-04-10,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!","Khách hàng CUS00048 đã save món Bánh nướng Halloween với rating 4.5/5 vào 2025-04-10. Nhận xét: Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!"
CUS00048,Bánh khoái,like,3.0,2025-04-11,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00048 đã like món Bánh khoái với rating 3.0/5 vào 2025-04-11. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00048,Tôm trộn bông cải,like,2.5,2025-04-11,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00048 đã like món Tôm trộn bông cải với rating 2.5/5 vào 2025-04-11. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00048,Tôm nướng bánh hỏi,rate,5.0,2025-04-12,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!","Khách hàng CUS00048 đã rate món Tôm nướng bánh hỏi với rating 5.0/5 vào 2025-04-12. Nhận xét: Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!"
CUS00048,Mực trộn khổ qua chua ngọt,view,1.0,2025-04-18,"Khó thưởng thức, món chưa đạt yêu cầu.","Khách hàng CUS00048 đã view món Mực trộn khổ qua chua ngọt với rating 1.0/5 vào 2025-04-18. Nhận xét: Khó thưởng thức, món chưa đạt yêu cầu."
CUS00048,Cơm tấm sườn cây,like,2.5,2025-04-20,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00048 đã like món Cơm tấm sườn cây với rating 2.5/5 vào 2025-04-20. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00048,Há cảo tam sắc,view,1.5,2025-04-27,"Khó thưởng thức, món chưa đạt yêu cầu.","Khách hàng CUS00048 đã view món Há cảo tam sắc với rating 1.5/5 vào 2025-04-27. Nhận xét: Khó thưởng thức, món chưa đạt yêu cầu."
CUS00048,Bánh da lợn,view,1.7,2025-05-09,Cần cải thiện hương vị.,Khách hàng CUS00048 đã view món Bánh da lợn với rating 1.7/5 vào 2025-05-09. Nhận xét: Cần cải thiện hương vị.
CUS00049,Gà luộc xôi gấc,like,4.0,2024-05-20,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00049 đã like món Gà luộc xôi gấc với rating 4.0/5 vào 2024-05-20. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00049,Bánh nướng Halloween,view,2.0,2024-05-22,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00049 đã view món Bánh nướng Halloween với rating 2.0/5 vào 2024-05-22. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00049,Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản,like,3.0,2024-07-26,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00049 đã like món Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản với rating 3.0/5 vào 2024-07-26. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00049,Thịt chiên xốt nước tương,cook,4.5,2024-07-30,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!","Khách hàng CUS00049 đã cook món Thịt chiên xốt nước tương với rating 4.5/5 vào 2024-07-30. Nhận xét: Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!"
CUS00049,Heo nướng bắp cải chua,view,2.5,2024-08-18,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00049 đã view món Heo nướng bắp cải chua với rating 2.5/5 vào 2024-08-18. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00049,Tôm nướng bánh hỏi,view,2.0,2024-08-23,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00049 đã view món Tôm nướng bánh hỏi với rating 2.0/5 vào 2024-08-23. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00049,Điều khoảnsử dụng,rate,1.0,2024-08-26,"Khó thưởng thức, món chưa đạt yêu cầu.","Khách hàng CUS00049 đã rate món Điều khoảnsử dụng với rating 1.0/5 vào 2024-08-26. Nhận xét: Khó thưởng thức, món chưa đạt yêu cầu."
CUS00049,"Các món ăn kèm, món phụ",rate,4.0,2024-08-31,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00049 đã rate món Các món ăn kèm, món phụ với rating 4.0/5 vào 2024-08-31. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00049,Gà om bia,like,3.0,2024-09-20,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00049 đã like món Gà om bia với rating 3.0/5 vào 2024-09-20. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00049,Cơm chiên cá mặn,view,2.5,2024-09-24,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00049 đã view món Cơm chiên cá mặn với rating 2.5/5 vào 2024-09-24. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00049,"Bánh xèo Việt Nam ăn nhiều rồi, làm bánh xèo Nhật Bản ăn thử đi cả nhà!",rate,3.0,2024-10-05,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00049 đã rate món Bánh xèo Việt Nam ăn nhiều rồi, làm bánh xèo Nhật Bản ăn thử đi cả nhà! với rating 3.0/5 vào 2024-10-05. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00049,Bánh mì thịt bò xốt tương (L3),save,4.5,2024-10-13,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!","Khách hàng CUS00049 đã save món Bánh mì thịt bò xốt tương (L3) với rating 4.5/5 vào 2024-10-13. Nhận xét: Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!"
CUS00049,Gà chiên bắp phô mai,rate,4.0,2024-11-01,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00049 đã rate món Gà chiên bắp phô mai với rating 4.0/5 vào 2024-11-01. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00049,Bánh xèo Nhật Bản,view,2.0,2024-11-09,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00049 đã view món Bánh xèo Nhật Bản với rating 2.0/5 vào 2024-11-09. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00049,Gỏi cuốn tôm thịt (L1),view,1.5,2024-11-21,"Khó thưởng thức, món chưa đạt yêu cầu.","Khách hàng CUS00049 đã view món Gỏi cuốn tôm thịt (L1) với rating 1.5/5 vào 2024-11-21. Nhận xét: Khó thưởng thức, món chưa đạt yêu cầu."
CUS00049,Bò chiên một nắng,cook,5.0,2025-01-17,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!","Khách hàng CUS00049 đã cook món Bò chiên một nắng với rating 5.0/5 vào 2025-01-17. Nhận xét: Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!"
CUS00049,Bánh chiên hải sản,like,3.0,2025-01-26,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00049 đã like món Bánh chiên hải sản với rating 3.0/5 vào 2025-01-26. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00049,Nghêu xào mayonnaise hung quế,view,3.0,2025-01-30,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00049 đã view món Nghêu xào mayonnaise hung quế với rating 3.0/5 vào 2025-01-30. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00049,Chả giò bắc thảo (L1),view,2.5,2025-01-31,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00049 đã view món Chả giò bắc thảo (L1) với rating 2.5/5 vào 2025-01-31. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00049,Gà nướng bưởi xốt giấm,cook,3.0,2025-02-07,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00049 đã cook món Gà nướng bưởi xốt giấm với rating 3.0/5 vào 2025-02-07. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00049,Cơm tấm sườn cây,view,2.0,2025-02-14,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00049 đã view món Cơm tấm sườn cây với rating 2.0/5 vào 2025-02-14. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00049,Gà nướng nồi đất,rate,5.0,2025-02-25,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!","Khách hàng CUS00049 đã rate món Gà nướng nồi đất với rating 5.0/5 vào 2025-02-25. Nhận xét: Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!"
CUS00049,Món ăn cho cha,cook,4.5,2025-03-01,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!","Khách hàng CUS00049 đã cook món Món ăn cho cha với rating 4.5/5 vào 2025-03-01. Nhận xét: Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!"
CUS00049,Chương trìnhmón ngon mỗi ngày,like,3.0,2025-03-17,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00049 đã like món Chương trìnhmón ngon mỗi ngày với rating 3.0/5 vào 2025-03-17. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00049,Bánh da lợn,view,3.4,2025-03-22,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00049 đã view món Bánh da lợn với rating 3.4/5 vào 2025-03-22. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00049,Há cảo tam sắc,save,3.5,2025-03-25,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00049 đã save món Há cảo tam sắc với rating 3.5/5 vào 2025-03-25. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00049,Tôm chiên cánh bướm,view,2.0,2025-03-30,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00049 đã view món Tôm chiên cánh bướm với rating 2.0/5 vào 2025-03-30. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00049,Bánh canh cua,view,2.5,2025-04-02,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00049 đã view món Bánh canh cua với rating 2.5/5 vào 2025-04-02. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00049,Bánh trôi nước,cook,2.7,2025-04-19,Cần cải thiện hương vị.,Khách hàng CUS00049 đã cook món Bánh trôi nước với rating 2.7/5 vào 2025-04-19. Nhận xét: Cần cải thiện hương vị.
CUS00049,Bò cuộn ba rọi xông khói,save,4.0,2025-05-11,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00049 đã save món Bò cuộn ba rọi xông khói với rating 4.0/5 vào 2025-05-11. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00049,Nem chua rán,cook,5.0,2025-06-02,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00049 đã cook món Nem chua rán với rating 5.0/5 vào 2025-06-02. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00050,Món ăn cho cha,like,3.0,2024-05-14,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00050 đã like món Món ăn cho cha với rating 3.0/5 vào 2024-05-14. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00050,Món Chiên,view,2.0,2024-05-16,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00050 đã view món Món Chiên với rating 2.0/5 vào 2024-05-16. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00050,Bún bò Huế Chay,like,3.0,2024-05-19,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00050 đã like món Bún bò Huế Chay với rating 3.0/5 vào 2024-05-19. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00050,Miến gà trộn,view,3.0,2024-06-13,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00050 đã view món Miến gà trộn với rating 3.0/5 vào 2024-06-13. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00050,Cá diêu hồng xiên que chiên lá chanh,cook,4.0,2024-06-22,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00050 đã cook món Cá diêu hồng xiên que chiên lá chanh với rating 4.0/5 vào 2024-06-22. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00050,Tôm kho tàu,rate,3.0,2024-06-30,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00050 đã rate món Tôm kho tàu với rating 3.0/5 vào 2024-06-30. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00050,Cơm chiên cá mặn,view,3.0,2024-07-09,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00050 đã view món Cơm chiên cá mặn với rating 3.0/5 vào 2024-07-09. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00050,Cá cuộn Bacon hương thảo,save,3.5,2024-08-11,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00050 đã save món Cá cuộn Bacon hương thảo với rating 3.5/5 vào 2024-08-11. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00050,Gỏi cuốn Mayonnaise,cook,4.5,2024-09-23,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!","Khách hàng CUS00050 đã cook món Gỏi cuốn Mayonnaise với rating 4.5/5 vào 2024-09-23. Nhận xét: Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!"
CUS00050,Há cảo tam sắc,like,3.0,2024-10-05,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00050 đã like món Há cảo tam sắc với rating 3.0/5 vào 2024-10-05. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00050,Tôm xào bông cải,rate,4.0,2024-10-06,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00050 đã rate món Tôm xào bông cải với rating 4.0/5 vào 2024-10-06. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00050,Tôm trộn bông cải,rate,4.0,2024-10-14,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00050 đã rate món Tôm trộn bông cải với rating 4.0/5 vào 2024-10-14. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00050,Bánh chiên hải sản,view,2.0,2024-10-30,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00050 đã view món Bánh chiên hải sản với rating 2.0/5 vào 2024-10-30. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00050,Món Xào,save,3.5,2024-11-01,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00050 đã save món Món Xào với rating 3.5/5 vào 2024-11-01. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00050,Điều khoảnsử dụng,view,2.5,2024-11-02,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00050 đã view món Điều khoảnsử dụng với rating 2.5/5 vào 2024-11-02. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00050,Bánh cuốn chay,view,2.0,2024-12-07,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00050 đã view món Bánh cuốn chay với rating 2.0/5 vào 2024-12-07. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00050,Bánh khọt lá cẩm nhân nấm hạt sen,view,2.5,2024-12-08,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00050 đã view món Bánh khọt lá cẩm nhân nấm hạt sen với rating 2.5/5 vào 2024-12-08. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00050,Chương trìnhmón ngon mỗi ngày,view,1.5,2024-12-08,"Khó thưởng thức, món chưa đạt yêu cầu.","Khách hàng CUS00050 đã view món Chương trìnhmón ngon mỗi ngày với rating 1.5/5 vào 2024-12-08. Nhận xét: Khó thưởng thức, món chưa đạt yêu cầu."
CUS00050,Heo nướng bắp cải chua,view,2.5,2024-12-15,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00050 đã view món Heo nướng bắp cải chua với rating 2.5/5 vào 2024-12-15. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00050,Cá xào cần tỏi,rate,2.0,2024-12-18,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00050 đã rate món Cá xào cần tỏi với rating 2.0/5 vào 2024-12-18. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00050,Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản,view,2.5,2025-01-24,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00050 đã view món Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản với rating 2.5/5 vào 2025-01-24. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00050,Bánh chuối nướng,rate,3.1,2025-02-06,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00050 đã rate món Bánh chuối nướng với rating 3.1/5 vào 2025-02-06. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00050,Nem chua rán,save,3.3,2025-03-01,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00050 đã save món Nem chua rán với rating 3.3/5 vào 2025-03-01. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00050,Gà nướng bưởi xốt giấm,view,3.0,2025-03-11,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00050 đã view món Gà nướng bưởi xốt giấm với rating 3.0/5 vào 2025-03-11. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00050,Mì Quảng,like,3.5,2025-03-22,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00050 đã like món Mì Quảng với rating 3.5/5 vào 2025-03-22. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00050,Mực kho củ cải,cook,4.5,2025-03-24,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!","Khách hàng CUS00050 đã cook món Mực kho củ cải với rating 4.5/5 vào 2025-03-24. Nhận xét: Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!"
CUS00050,Mực xào chua cay,like,3.5,2025-03-26,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00050 đã like món Mực xào chua cay với rating 3.5/5 vào 2025-03-26. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00050,"Bánh xèo Việt Nam ăn nhiều rồi, làm bánh xèo Nhật Bản ăn thử đi cả nhà!",rate,5.0,2025-04-06,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!","Khách hàng CUS00050 đã rate món Bánh xèo Việt Nam ăn nhiều rồi, làm bánh xèo Nhật Bản ăn thử đi cả nhà! với rating 5.0/5 vào 2025-04-06. Nhận xét: Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!"
CUS00050,Bánh da lợn,save,1.0,2025-04-11,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00050 đã save món Bánh da lợn với rating 1.0/5 vào 2025-04-11. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00050,Canh chua cá lóc,view,2.5,2025-04-18,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00050 đã view món Canh chua cá lóc với rating 2.5/5 vào 2025-04-18. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00050,Nghêu xào mayonnaise hung quế,view,2.5,2025-04-20,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00050 đã view món Nghêu xào mayonnaise hung quế với rating 2.5/5 vào 2025-04-20. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00050,Sữa chua dâu tây,cook,4.7,2025-05-10,Rất ngon và dễ làm.,Khách hàng CUS00050 đã cook món Sữa chua dâu tây với rating 4.7/5 vào 2025-05-10. Nhận xét: Rất ngon và dễ làm.
CUS00050,Gà trộn gừng chua ngọt,view,3.0,2025-05-12,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00050 đã view món Gà trộn gừng chua ngọt với rating 3.0/5 vào 2025-05-12. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00050,Chè bưởi,like,4.6,2025-05-23,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00050 đã like món Chè bưởi với rating 4.6/5 vào 2025-05-23. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00051,Chương trìnhmón ngon mỗi ngày,rate,5.0,2024-05-22,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!","Khách hàng CUS00051 đã rate món Chương trìnhmón ngon mỗi ngày với rating 5.0/5 vào 2024-05-22. Nhận xét: Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!"
CUS00051,"Canh khổ qua – Gian khổ đi qua, cả nhà may mắn",cook,3.5,2024-06-22,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00051 đã cook món Canh khổ qua – Gian khổ đi qua, cả nhà may mắn với rating 3.5/5 vào 2024-06-22. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00051,Gà nướng nồi đất,view,2.5,2024-06-24,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00051 đã view món Gà nướng nồi đất với rating 2.5/5 vào 2024-06-24. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00051,Bắp hạt xào gà giòn Mayonnaise,view,1.5,2024-06-28,"Khó thưởng thức, món chưa đạt yêu cầu.","Khách hàng CUS00051 đã view món Bắp hạt xào gà giòn Mayonnaise với rating 1.5/5 vào 2024-06-28. Nhận xét: Khó thưởng thức, món chưa đạt yêu cầu."
CUS00051,Tôm xào bông cải,view,2.5,2024-07-12,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00051 đã view món Tôm xào bông cải với rating 2.5/5 vào 2024-07-12. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00051,Gà kho chao Mayonnaise,like,3.0,2024-07-17,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00051 đã like món Gà kho chao Mayonnaise với rating 3.0/5 vào 2024-07-17. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00051,Cá xào cần tỏi,cook,4.5,2024-08-07,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!","Khách hàng CUS00051 đã cook món Cá xào cần tỏi với rating 4.5/5 vào 2024-08-07. Nhận xét: Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!"
CUS00051,Cơm chiên cá mặn,cook,4.5,2024-08-14,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!","Khách hàng CUS00051 đã cook món Cơm chiên cá mặn với rating 4.5/5 vào 2024-08-14. Nhận xét: Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!"
CUS00051,"Món kho ngon lan tỏa yêu thương, giữ lửa hạnh phúc",like,3.0,2024-08-15,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00051 đã like món Món kho ngon lan tỏa yêu thương, giữ lửa hạnh phúc với rating 3.0/5 vào 2024-08-15. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00051,Bánh cuốn chay,save,4.5,2024-08-18,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!","Khách hàng CUS00051 đã save món Bánh cuốn chay với rating 4.5/5 vào 2024-08-18. Nhận xét: Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!"
CUS00051,Bánh chiên hải sản,rate,4.0,2024-08-25,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00051 đã rate món Bánh chiên hải sản với rating 4.0/5 vào 2024-08-25. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00051,Bánh nướng Halloween,view,1.5,2024-08-30,"Khó thưởng thức, món chưa đạt yêu cầu.","Khách hàng CUS00051 đã view món Bánh nướng Halloween với rating 1.5/5 vào 2024-08-30. Nhận xét: Khó thưởng thức, món chưa đạt yêu cầu."
CUS00051,Điều khoảnsử dụng,like,4.0,2024-09-09,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00051 đã like món Điều khoảnsử dụng với rating 4.0/5 vào 2024-09-09. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00051,Lẩu nấm,view,1.5,2024-09-26,"Khó thưởng thức, món chưa đạt yêu cầu.","Khách hàng CUS00051 đã view món Lẩu nấm với rating 1.5/5 vào 2024-09-26. Nhận xét: Khó thưởng thức, món chưa đạt yêu cầu."
CUS00051,Bánh xèo Nhật Bản,view,1.5,2024-10-02,"Khó thưởng thức, món chưa đạt yêu cầu.","Khách hàng CUS00051 đã view món Bánh xèo Nhật Bản với rating 1.5/5 vào 2024-10-02. Nhận xét: Khó thưởng thức, món chưa đạt yêu cầu."
CUS00051,Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản,view,2.5,2024-10-11,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00051 đã view món Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản với rating 2.5/5 vào 2024-10-11. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00051,Thịt kho,rate,5.0,2024-11-11,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!","Khách hàng CUS00051 đã rate món Thịt kho với rating 5.0/5 vào 2024-11-11. Nhận xét: Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!"
CUS00051,Mì Quảng,like,4.0,2024-11-13,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00051 đã like món Mì Quảng với rating 4.0/5 vào 2024-11-13. Nhận xét: Hương vị hài hòa, rất đáng thử."
