customer_id,age,gender,age_group,region,regional_preferences,demographic_text
CUS00332,30.0,female,25-34,Đà Nẵng,central,"Nhân khẩu học: 30.0 tuổi, female, nhóm 25-34, khu vực Đà Nẵng, sở thích: central"
CUS00333,51.0,male,45-54,Đà Lạt,southern,"Nhân khẩu học: 51.0 tuổi, male, nhóm 45-54, khu vực Đà Lạt, sở thích: southern"
CUS00334,52.0,female,45-54,Nha Trang,all_regions,"Nhân khẩu học: 52.0 tuổi, female, nhóm 45-54, khu vực Nha Trang, sở thích: all_regions"
CUS00335,47.0,male,45-54,Vũng Tàu,southern,"Nhân khẩu học: 47.0 tuổi, male, nhóm 45-54, khu vực Vũng Tàu, sở thích: southern"
CUS00336,73.0,female,65+,Nha Trang,all_regions,"Nhân khẩu học: 73.0 tuổi, female, nhóm 65+, khu vực Nha Trang, sở thích: all_regions"
CUS00337,42.0,female,35-44,Cần Thơ,southern,"Nhân khẩu học: 42.0 tuổi, female, nhóm 35-44, khu vực Cần Thơ, sở thích: southern"
CUS00338,32.0,male,25-34,Đà Lạt,southern,"Nhân khẩu học: 32.0 tuổi, male, nhóm 25-34, khu vực Đà Lạt, sở thích: southern"
CUS00339,26.0,female,25-34,Vũng Tàu,southern,"Nhân khẩu học: 26.0 tuổi, female, nhóm 25-34, khu vực Vũng Tàu, sở thích: southern"
CUS00340,46.0,female,45-54,Hạ Long,northern,"Nhân khẩu học: 46.0 tuổi, female, nhóm 45-54, khu vực Hạ Long, sở thích: northern"
CUS00341,78.0,male,65+,Hà Nội,northern,"Nhân khẩu học: 78.0 tuổi, male, nhóm 65+, khu vực Hà Nội, sở thích: northern"
CUS00342,50.0,male,45-54,Đà Nẵng,central,"Nhân khẩu học: 50.0 tuổi, male, nhóm 45-54, khu vực Đà Nẵng, sở thích: central"
CUS00343,21.0,female,18-24,Hải Phòng,northern,"Nhân khẩu học: 21.0 tuổi, female, nhóm 18-24, khu vực Hải Phòng, sở thích: northern"
CUS00344,61.0,female,55-64,Đà Lạt,southern,"Nhân khẩu học: 61.0 tuổi, female, nhóm 55-64, khu vực Đà Lạt, sở thích: southern"
CUS00345,61.0,male,55-64,Đà Nẵng,central,"Nhân khẩu học: 61.0 tuổi, male, nhóm 55-64, khu vực Đà Nẵng, sở thích: central"
CUS00346,25.0,male,25-34,Huế,central,"Nhân khẩu học: 25.0 tuổi, male, nhóm 25-34, khu vực Huế, sở thích: central"
CUS00347,36.0,male,35-44,Nha Trang,all_regions,"Nhân khẩu học: 36.0 tuổi, male, nhóm 35-44, khu vực Nha Trang, sở thích: all_regions"
CUS00348,45.0,male,45-54,Đà Nẵng,central,"Nhân khẩu học: 45.0 tuổi, male, nhóm 45-54, khu vực Đà Nẵng, sở thích: central"
CUS00349,69.0,female,65+,Cần Thơ,southern,"Nhân khẩu học: 69.0 tuổi, female, nhóm 65+, khu vực Cần Thơ, sở thích: southern"
CUS00350,38.0,male,35-44,Cần Thơ,southern,"Nhân khẩu học: 38.0 tuổi, male, nhóm 35-44, khu vực Cần Thơ, sở thích: southern"
CUS00351,42.0,female,35-44,Buôn Ma Thuột,all_regions,"Nhân khẩu học: 42.0 tuổi, female, nhóm 35-44, khu vực Buôn Ma Thuột, sở thích: all_regions"
CUS00352,68.0,male,65+,Hạ Long,northern,"Nhân khẩu học: 68.0 tuổi, male, nhóm 65+, khu vực Hạ Long, sở thích: northern"
CUS00353,52.0,female,45-54,TP.HCM,southern,"Nhân khẩu học: 52.0 tuổi, female, nhóm 45-54, khu vực TP.HCM, sở thích: southern"
CUS00354,68.0,female,65+,Hải Phòng,northern,"Nhân khẩu học: 68.0 tuổi, female, nhóm 65+, khu vực Hải Phòng, sở thích: northern"
CUS00355,19.0,male,18-24,Huế,central,"Nhân khẩu học: 19.0 tuổi, male, nhóm 18-24, khu vực Huế, sở thích: central"
CUS00356,65.0,female,65+,Đà Lạt,southern,"Nhân khẩu học: 65.0 tuổi, female, nhóm 65+, khu vực Đà Lạt, sở thích: southern"
CUS00357,76.0,female,65+,Vũng Tàu,southern,"Nhân khẩu học: 76.0 tuổi, female, nhóm 65+, khu vực Vũng Tàu, sở thích: southern"
CUS00358,36.0,female,35-44,Hạ Long,northern,"Nhân khẩu học: 36.0 tuổi, female, nhóm 35-44, khu vực Hạ Long, sở thích: northern"
CUS00359,50.0,male,45-54,Huế,central,"Nhân khẩu học: 50.0 tuổi, male, nhóm 45-54, khu vực Huế, sở thích: central"
CUS00360,40.0,female,35-44,Vũng Tàu,southern,"Nhân khẩu học: 40.0 tuổi, female, nhóm 35-44, khu vực Vũng Tàu, sở thích: southern"
CUS00361,62.0,female,55-64,Hà Nội,northern,"Nhân khẩu học: 62.0 tuổi, female, nhóm 55-64, khu vực Hà Nội, sở thích: northern"
CUS00362,39.0,female,35-44,Đà Lạt,southern,"Nhân khẩu học: 39.0 tuổi, female, nhóm 35-44, khu vực Đà Lạt, sở thích: southern"
CUS00363,53.0,female,45-54,Nha Trang,all_regions,"Nhân khẩu học: 53.0 tuổi, female, nhóm 45-54, khu vực Nha Trang, sở thích: all_regions"
CUS00364,26.0,male,25-34,Huế,central,"Nhân khẩu học: 26.0 tuổi, male, nhóm 25-34, khu vực Huế, sở thích: central"
CUS00365,74.0,female,65+,Đà Nẵng,central,"Nhân khẩu học: 74.0 tuổi, female, nhóm 65+, khu vực Đà Nẵng, sở thích: central"
CUS00366,33.0,female,25-34,Đà Nẵng,central,"Nhân khẩu học: 33.0 tuổi, female, nhóm 25-34, khu vực Đà Nẵng, sở thích: central"
CUS00367,21.0,male,18-24,Vũng Tàu,southern,"Nhân khẩu học: 21.0 tuổi, male, nhóm 18-24, khu vực Vũng Tàu, sở thích: southern"
CUS00368,46.0,male,45-54,Cần Thơ,southern,"Nhân khẩu học: 46.0 tuổi, male, nhóm 45-54, khu vực Cần Thơ, sở thích: southern"
CUS00369,29.0,male,25-34,Đà Nẵng,central,"Nhân khẩu học: 29.0 tuổi, male, nhóm 25-34, khu vực Đà Nẵng, sở thích: central"
CUS00370,21.0,female,18-24,TP.HCM,southern,"Nhân khẩu học: 21.0 tuổi, female, nhóm 18-24, khu vực TP.HCM, sở thích: southern"
CUS00371,19.0,female,18-24,Đà Lạt,southern,"Nhân khẩu học: 19.0 tuổi, female, nhóm 18-24, khu vực Đà Lạt, sở thích: southern"
CUS00372,46.0,female,45-54,Huế,central,"Nhân khẩu học: 46.0 tuổi, female, nhóm 45-54, khu vực Huế, sở thích: central"
CUS00373,39.0,female,35-44,Đà Nẵng,central,"Nhân khẩu học: 39.0 tuổi, female, nhóm 35-44, khu vực Đà Nẵng, sở thích: central"
CUS00374,19.0,female,18-24,Hà Nội,northern,"Nhân khẩu học: 19.0 tuổi, female, nhóm 18-24, khu vực Hà Nội, sở thích: northern"
CUS00375,26.0,male,25-34,TP.HCM,southern,"Nhân khẩu học: 26.0 tuổi, male, nhóm 25-34, khu vực TP.HCM, sở thích: southern"
CUS00376,60.0,male,55-64,Cần Thơ,southern,"Nhân khẩu học: 60.0 tuổi, male, nhóm 55-64, khu vực Cần Thơ, sở thích: southern"
CUS00377,45.0,female,45-54,Đà Lạt,southern,"Nhân khẩu học: 45.0 tuổi, female, nhóm 45-54, khu vực Đà Lạt, sở thích: southern"
CUS00378,51.0,male,45-54,Đà Nẵng,central,"Nhân khẩu học: 51.0 tuổi, male, nhóm 45-54, khu vực Đà Nẵng, sở thích: central"
CUS00379,65.0,female,65+,Hạ Long,northern,"Nhân khẩu học: 65.0 tuổi, female, nhóm 65+, khu vực Hạ Long, sở thích: northern"
CUS00380,69.0,female,65+,Vũng Tàu,southern,"Nhân khẩu học: 69.0 tuổi, female, nhóm 65+, khu vực Vũng Tàu, sở thích: southern"
CUS00381,44.0,female,35-44,Huế,central,"Nhân khẩu học: 44.0 tuổi, female, nhóm 35-44, khu vực Huế, sở thích: central"
CUS00382,53.0,female,45-54,Vũng Tàu,southern,"Nhân khẩu học: 53.0 tuổi, female, nhóm 45-54, khu vực Vũng Tàu, sở thích: southern"
CUS00383,57.0,male,55-64,Nha Trang,all_regions,"Nhân khẩu học: 57.0 tuổi, male, nhóm 55-64, khu vực Nha Trang, sở thích: all_regions"
CUS00384,37.0,female,35-44,TP.HCM,southern,"Nhân khẩu học: 37.0 tuổi, female, nhóm 35-44, khu vực TP.HCM, sở thích: southern"
CUS00385,76.0,male,65+,Huế,central,"Nhân khẩu học: 76.0 tuổi, male, nhóm 65+, khu vực Huế, sở thích: central"
CUS00386,57.0,male,55-64,Buôn Ma Thuột,southern,"Nhân khẩu học: 57.0 tuổi, male, nhóm 55-64, khu vực Buôn Ma Thuột, sở thích: southern"
CUS00387,32.0,male,25-34,Buôn Ma Thuột,northern,"Nhân khẩu học: 32.0 tuổi, male, nhóm 25-34, khu vực Buôn Ma Thuột, sở thích: northern"
CUS00388,69.0,female,65+,Buôn Ma Thuột,central,"Nhân khẩu học: 69.0 tuổi, female, nhóm 65+, khu vực Buôn Ma Thuột, sở thích: central"
CUS00389,39.0,male,35-44,Nha Trang,northern,"Nhân khẩu học: 39.0 tuổi, male, nhóm 35-44, khu vực Nha Trang, sở thích: northern"
CUS00390,34.0,female,25-34,Đà Nẵng,central,"Nhân khẩu học: 34.0 tuổi, female, nhóm 25-34, khu vực Đà Nẵng, sở thích: central"
CUS00391,68.0,female,65+,Hải Phòng,northern,"Nhân khẩu học: 68.0 tuổi, female, nhóm 65+, khu vực Hải Phòng, sở thích: northern"
CUS00392,68.0,female,65+,Huế,central,"Nhân khẩu học: 68.0 tuổi, female, nhóm 65+, khu vực Huế, sở thích: central"
CUS00393,55.0,male,55-64,Buôn Ma Thuột,northern,"Nhân khẩu học: 55.0 tuổi, male, nhóm 55-64, khu vực Buôn Ma Thuột, sở thích: northern"
CUS00394,51.0,male,45-54,Hạ Long,northern,"Nhân khẩu học: 51.0 tuổi, male, nhóm 45-54, khu vực Hạ Long, sở thích: northern"
CUS00395,34.0,male,25-34,Hạ Long,northern,"Nhân khẩu học: 34.0 tuổi, male, nhóm 25-34, khu vực Hạ Long, sở thích: northern"
CUS00396,64.0,female,55-64,Hạ Long,northern,"Nhân khẩu học: 64.0 tuổi, female, nhóm 55-64, khu vực Hạ Long, sở thích: northern"
CUS00397,33.0,female,25-34,Huế,central,"Nhân khẩu học: 33.0 tuổi, female, nhóm 25-34, khu vực Huế, sở thích: central"
CUS00398,37.0,female,35-44,Đà Lạt,southern,"Nhân khẩu học: 37.0 tuổi, female, nhóm 35-44, khu vực Đà Lạt, sở thích: southern"
CUS00399,20.0,female,18-24,Vũng Tàu,southern,"Nhân khẩu học: 20.0 tuổi, female, nhóm 18-24, khu vực Vũng Tàu, sở thích: southern"
CUS00400,31.0,male,25-34,TP.HCM,southern,"Nhân khẩu học: 31.0 tuổi, male, nhóm 25-34, khu vực TP.HCM, sở thích: southern"
CUS00401,42.0,female,35-44,Đà Lạt,southern,"Nhân khẩu học: 42.0 tuổi, female, nhóm 35-44, khu vực Đà Lạt, sở thích: southern"
CUS00402,39.0,female,35-44,Hạ Long,northern,"Nhân khẩu học: 39.0 tuổi, female, nhóm 35-44, khu vực Hạ Long, sở thích: northern"
CUS00403,58.0,male,55-64,Nha Trang,northern,"Nhân khẩu học: 58.0 tuổi, male, nhóm 55-64, khu vực Nha Trang, sở thích: northern"
CUS00404,20.0,male,18-24,Cần Thơ,southern,"Nhân khẩu học: 20.0 tuổi, male, nhóm 18-24, khu vực Cần Thơ, sở thích: southern"
CUS00405,45.0,female,45-54,Buôn Ma Thuột,southern,"Nhân khẩu học: 45.0 tuổi, female, nhóm 45-54, khu vực Buôn Ma Thuột, sở thích: southern"
CUS00406,62.0,female,55-64,Hải Phòng,northern,"Nhân khẩu học: 62.0 tuổi, female, nhóm 55-64, khu vực Hải Phòng, sở thích: northern"
CUS00407,68.0,male,65+,Vũng Tàu,southern,"Nhân khẩu học: 68.0 tuổi, male, nhóm 65+, khu vực Vũng Tàu, sở thích: southern"
CUS00408,66.0,female,65+,Vũng Tàu,southern,"Nhân khẩu học: 66.0 tuổi, female, nhóm 65+, khu vực Vũng Tàu, sở thích: southern"
CUS00409,67.0,male,65+,Cần Thơ,southern,"Nhân khẩu học: 67.0 tuổi, male, nhóm 65+, khu vực Cần Thơ, sở thích: southern"
CUS00410,79.0,male,65+,Đà Lạt,southern,"Nhân khẩu học: 79.0 tuổi, male, nhóm 65+, khu vực Đà Lạt, sở thích: southern"
CUS00411,32.0,female,25-34,Cần Thơ,southern,"Nhân khẩu học: 32.0 tuổi, female, nhóm 25-34, khu vực Cần Thơ, sở thích: southern"
CUS00412,50.0,male,45-54,Đà Nẵng,central,"Nhân khẩu học: 50.0 tuổi, male, nhóm 45-54, khu vực Đà Nẵng, sở thích: central"
CUS00413,39.0,male,35-44,Hải Phòng,northern,"Nhân khẩu học: 39.0 tuổi, male, nhóm 35-44, khu vực Hải Phòng, sở thích: northern"
CUS00414,36.0,male,35-44,Đà Nẵng,central,"Nhân khẩu học: 36.0 tuổi, male, nhóm 35-44, khu vực Đà Nẵng, sở thích: central"
CUS00415,66.0,female,65+,Đà Lạt,southern,"Nhân khẩu học: 66.0 tuổi, female, nhóm 65+, khu vực Đà Lạt, sở thích: southern"
CUS00416,30.0,male,25-34,Đà Lạt,southern,"Nhân khẩu học: 30.0 tuổi, male, nhóm 25-34, khu vực Đà Lạt, sở thích: southern"
CUS00417,72.0,female,65+,Đà Lạt,southern,"Nhân khẩu học: 72.0 tuổi, female, nhóm 65+, khu vực Đà Lạt, sở thích: southern"
CUS00418,67.0,male,65+,Hạ Long,northern,"Nhân khẩu học: 67.0 tuổi, male, nhóm 65+, khu vực Hạ Long, sở thích: northern"
CUS00419,57.0,male,55-64,Đà Lạt,southern,"Nhân khẩu học: 57.0 tuổi, male, nhóm 55-64, khu vực Đà Lạt, sở thích: southern"
CUS00420,80.0,female,65+,Vũng Tàu,southern,"Nhân khẩu học: 80.0 tuổi, female, nhóm 65+, khu vực Vũng Tàu, sở thích: southern"
CUS00421,33.0,male,25-34,Vũng Tàu,southern,"Nhân khẩu học: 33.0 tuổi, male, nhóm 25-34, khu vực Vũng Tàu, sở thích: southern"
CUS00422,74.0,male,65+,Hà Nội,northern,"Nhân khẩu học: 74.0 tuổi, male, nhóm 65+, khu vực Hà Nội, sở thích: northern"
CUS00423,26.0,male,25-34,Hải Phòng,northern,"Nhân khẩu học: 26.0 tuổi, male, nhóm 25-34, khu vực Hải Phòng, sở thích: northern"
CUS00424,39.0,male,35-44,Đà Nẵng,central,"Nhân khẩu học: 39.0 tuổi, male, nhóm 35-44, khu vực Đà Nẵng, sở thích: central"
CUS00425,20.0,female,18-24,Vũng Tàu,southern,"Nhân khẩu học: 20.0 tuổi, female, nhóm 18-24, khu vực Vũng Tàu, sở thích: southern"
CUS00426,45.0,female,45-54,Hải Phòng,northern,"Nhân khẩu học: 45.0 tuổi, female, nhóm 45-54, khu vực Hải Phòng, sở thích: northern"
CUS00427,53.0,female,45-54,Đà Lạt,southern,"Nhân khẩu học: 53.0 tuổi, female, nhóm 45-54, khu vực Đà Lạt, sở thích: southern"
CUS00428,78.0,male,65+,Buôn Ma Thuột,northern,"Nhân khẩu học: 78.0 tuổi, male, nhóm 65+, khu vực Buôn Ma Thuột, sở thích: northern"
CUS00429,20.0,female,18-24,Hạ Long,northern,"Nhân khẩu học: 20.0 tuổi, female, nhóm 18-24, khu vực Hạ Long, sở thích: northern"
CUS00430,54.0,male,45-54,Hà Nội,northern,"Nhân khẩu học: 54.0 tuổi, male, nhóm 45-54, khu vực Hà Nội, sở thích: northern"
CUS00431,38.0,female,35-44,Cần Thơ,southern,"Nhân khẩu học: 38.0 tuổi, female, nhóm 35-44, khu vực Cần Thơ, sở thích: southern"
CUS00432,27.0,female,25-34,Cần Thơ,southern,"Nhân khẩu học: 27.0 tuổi, female, nhóm 25-34, khu vực Cần Thơ, sở thích: southern"
CUS00433,45.0,male,45-54,Hạ Long,northern,"Nhân khẩu học: 45.0 tuổi, male, nhóm 45-54, khu vực Hạ Long, sở thích: northern"
CUS00434,22.0,female,18-24,Hạ Long,northern,"Nhân khẩu học: 22.0 tuổi, female, nhóm 18-24, khu vực Hạ Long, sở thích: northern"
CUS00435,43.0,male,35-44,Vũng Tàu,southern,"Nhân khẩu học: 43.0 tuổi, male, nhóm 35-44, khu vực Vũng Tàu, sở thích: southern"
CUS00436,22.0,female,18-24,Vũng Tàu,southern,"Nhân khẩu học: 22.0 tuổi, female, nhóm 18-24, khu vực Vũng Tàu, sở thích: southern"
CUS00437,32.0,male,25-34,Hải Phòng,northern,"Nhân khẩu học: 32.0 tuổi, male, nhóm 25-34, khu vực Hải Phòng, sở thích: northern"
CUS00438,65.0,female,65+,Cần Thơ,southern,"Nhân khẩu học: 65.0 tuổi, female, nhóm 65+, khu vực Cần Thơ, sở thích: southern"
CUS00439,52.0,female,45-54,TP.HCM,southern,"Nhân khẩu học: 52.0 tuổi, female, nhóm 45-54, khu vực TP.HCM, sở thích: southern"
CUS00440,65.0,male,65+,Đà Lạt,southern,"Nhân khẩu học: 65.0 tuổi, male, nhóm 65+, khu vực Đà Lạt, sở thích: southern"
CUS00441,71.0,female,65+,TP.HCM,southern,"Nhân khẩu học: 71.0 tuổi, female, nhóm 65+, khu vực TP.HCM, sở thích: southern"
CUS00442,24.0,male,18-24,Vũng Tàu,southern,"Nhân khẩu học: 24.0 tuổi, male, nhóm 18-24, khu vực Vũng Tàu, sở thích: southern"
CUS00443,30.0,female,25-34,Vũng Tàu,southern,"Nhân khẩu học: 30.0 tuổi, female, nhóm 25-34, khu vực Vũng Tàu, sở thích: southern"
CUS00444,39.0,male,35-44,Đà Lạt,southern,"Nhân khẩu học: 39.0 tuổi, male, nhóm 35-44, khu vực Đà Lạt, sở thích: southern"
CUS00445,35.0,female,35-44,Huế,central,"Nhân khẩu học: 35.0 tuổi, female, nhóm 35-44, khu vực Huế, sở thích: central"
CUS00446,65.0,female,65+,Đà Lạt,southern,"Nhân khẩu học: 65.0 tuổi, female, nhóm 65+, khu vực Đà Lạt, sở thích: southern"
CUS00447,27.0,male,25-34,Đà Lạt,southern,"Nhân khẩu học: 27.0 tuổi, male, nhóm 25-34, khu vực Đà Lạt, sở thích: southern"
CUS00448,76.0,male,65+,Vũng Tàu,southern,"Nhân khẩu học: 76.0 tuổi, male, nhóm 65+, khu vực Vũng Tàu, sở thích: southern"
CUS00449,34.0,male,25-34,Cần Thơ,southern,"Nhân khẩu học: 34.0 tuổi, male, nhóm 25-34, khu vực Cần Thơ, sở thích: southern"
CUS00450,75.0,female,65+,Buôn Ma Thuột,all_regions,"Nhân khẩu học: 75.0 tuổi, female, nhóm 65+, khu vực Buôn Ma Thuột, sở thích: all_regions"
CUS00451,43.0,male,35-44,TP.HCM,southern,"Nhân khẩu học: 43.0 tuổi, male, nhóm 35-44, khu vực TP.HCM, sở thích: southern"
CUS00452,41.0,female,35-44,Vũng Tàu,southern,"Nhân khẩu học: 41.0 tuổi, female, nhóm 35-44, khu vực Vũng Tàu, sở thích: southern"
CUS00453,39.0,male,35-44,Cần Thơ,southern,"Nhân khẩu học: 39.0 tuổi, male, nhóm 35-44, khu vực Cần Thơ, sở thích: southern"
CUS00454,56.0,female,55-64,Nha Trang,all_regions,"Nhân khẩu học: 56.0 tuổi, female, nhóm 55-64, khu vực Nha Trang, sở thích: all_regions"
CUS00455,41.0,male,35-44,Đà Nẵng,central,"Nhân khẩu học: 41.0 tuổi, male, nhóm 35-44, khu vực Đà Nẵng, sở thích: central"
CUS00456,60.0,male,55-64,Buôn Ma Thuột,northern,"Nhân khẩu học: 60.0 tuổi, male, nhóm 55-64, khu vực Buôn Ma Thuột, sở thích: northern"
CUS00457,64.0,male,55-64,Huế,central,"Nhân khẩu học: 64.0 tuổi, male, nhóm 55-64, khu vực Huế, sở thích: central"
CUS00458,41.0,male,35-44,Huế,central,"Nhân khẩu học: 41.0 tuổi, male, nhóm 35-44, khu vực Huế, sở thích: central"
CUS00459,25.0,male,25-34,Nha Trang,all_regions,"Nhân khẩu học: 25.0 tuổi, male, nhóm 25-34, khu vực Nha Trang, sở thích: all_regions"
CUS00460,23.0,female,18-24,Hải Phòng,northern,"Nhân khẩu học: 23.0 tuổi, female, nhóm 18-24, khu vực Hải Phòng, sở thích: northern"
CUS00461,36.0,female,35-44,Nha Trang,northern,"Nhân khẩu học: 36.0 tuổi, female, nhóm 35-44, khu vực Nha Trang, sở thích: northern"
CUS00462,70.0,male,65+,Hà Nội,northern,"Nhân khẩu học: 70.0 tuổi, male, nhóm 65+, khu vực Hà Nội, sở thích: northern"
CUS00463,71.0,female,65+,Cần Thơ,southern,"Nhân khẩu học: 71.0 tuổi, female, nhóm 65+, khu vực Cần Thơ, sở thích: southern"
CUS00464,52.0,female,45-54,Đà Lạt,southern,"Nhân khẩu học: 52.0 tuổi, female, nhóm 45-54, khu vực Đà Lạt, sở thích: southern"
CUS00465,24.0,male,18-24,Hạ Long,northern,"Nhân khẩu học: 24.0 tuổi, male, nhóm 18-24, khu vực Hạ Long, sở thích: northern"
CUS00466,26.0,male,25-34,Hà Nội,northern,"Nhân khẩu học: 26.0 tuổi, male, nhóm 25-34, khu vực Hà Nội, sở thích: northern"
CUS00467,36.0,male,35-44,Hạ Long,northern,"Nhân khẩu học: 36.0 tuổi, male, nhóm 35-44, khu vực Hạ Long, sở thích: northern"
CUS00468,75.0,male,65+,Huế,central,"Nhân khẩu học: 75.0 tuổi, male, nhóm 65+, khu vực Huế, sở thích: central"
CUS00469,74.0,female,65+,Vũng Tàu,southern,"Nhân khẩu học: 74.0 tuổi, female, nhóm 65+, khu vực Vũng Tàu, sở thích: southern"
CUS00470,71.0,female,65+,Vũng Tàu,southern,"Nhân khẩu học: 71.0 tuổi, female, nhóm 65+, khu vực Vũng Tàu, sở thích: southern"
CUS00471,57.0,female,55-64,Đà Nẵng,central,"Nhân khẩu học: 57.0 tuổi, female, nhóm 55-64, khu vực Đà Nẵng, sở thích: central"
CUS00472,28.0,female,25-34,Hải Phòng,northern,"Nhân khẩu học: 28.0 tuổi, female, nhóm 25-34, khu vực Hải Phòng, sở thích: northern"
CUS00473,23.0,male,18-24,Cần Thơ,southern,"Nhân khẩu học: 23.0 tuổi, male, nhóm 18-24, khu vực Cần Thơ, sở thích: southern"
CUS00474,37.0,female,35-44,Cần Thơ,southern,"Nhân khẩu học: 37.0 tuổi, female, nhóm 35-44, khu vực Cần Thơ, sở thích: southern"
CUS00475,55.0,male,55-64,Huế,central,"Nhân khẩu học: 55.0 tuổi, male, nhóm 55-64, khu vực Huế, sở thích: central"
CUS00476,23.0,male,18-24,Buôn Ma Thuột,southern,"Nhân khẩu học: 23.0 tuổi, male, nhóm 18-24, khu vực Buôn Ma Thuột, sở thích: southern"
CUS00477,64.0,male,55-64,Đà Lạt,southern,"Nhân khẩu học: 64.0 tuổi, male, nhóm 55-64, khu vực Đà Lạt, sở thích: southern"
CUS00478,62.0,female,55-64,Buôn Ma Thuột,all_regions,"Nhân khẩu học: 62.0 tuổi, female, nhóm 55-64, khu vực Buôn Ma Thuột, sở thích: all_regions"
CUS00479,51.0,male,45-54,Nha Trang,northern,"Nhân khẩu học: 51.0 tuổi, male, nhóm 45-54, khu vực Nha Trang, sở thích: northern"
CUS00480,29.0,female,25-34,Đà Nẵng,central,"Nhân khẩu học: 29.0 tuổi, female, nhóm 25-34, khu vực Đà Nẵng, sở thích: central"
CUS00481,37.0,female,35-44,TP.HCM,southern,"Nhân khẩu học: 37.0 tuổi, female, nhóm 35-44, khu vực TP.HCM, sở thích: southern"
CUS00482,50.0,male,45-54,Đà Nẵng,central,"Nhân khẩu học: 50.0 tuổi, male, nhóm 45-54, khu vực Đà Nẵng, sở thích: central"
CUS00483,59.0,male,55-64,Huế,central,"Nhân khẩu học: 59.0 tuổi, male, nhóm 55-64, khu vực Huế, sở thích: central"
CUS00484,52.0,male,45-54,Hải Phòng,northern,"Nhân khẩu học: 52.0 tuổi, male, nhóm 45-54, khu vực Hải Phòng, sở thích: northern"
CUS00485,23.0,male,18-24,Cần Thơ,southern,"Nhân khẩu học: 23.0 tuổi, male, nhóm 18-24, khu vực Cần Thơ, sở thích: southern"
CUS00486,37.0,female,35-44,Vũng Tàu,southern,"Nhân khẩu học: 37.0 tuổi, female, nhóm 35-44, khu vực Vũng Tàu, sở thích: southern"
CUS00487,37.0,male,35-44,Buôn Ma Thuột,northern,"Nhân khẩu học: 37.0 tuổi, male, nhóm 35-44, khu vực Buôn Ma Thuột, sở thích: northern"
CUS00488,22.0,female,18-24,Buôn Ma Thuột,northern,"Nhân khẩu học: 22.0 tuổi, female, nhóm 18-24, khu vực Buôn Ma Thuột, sở thích: northern"
CUS00489,76.0,female,65+,Huế,central,"Nhân khẩu học: 76.0 tuổi, female, nhóm 65+, khu vực Huế, sở thích: central"
CUS00490,62.0,male,55-64,TP.HCM,southern,"Nhân khẩu học: 62.0 tuổi, male, nhóm 55-64, khu vực TP.HCM, sở thích: southern"
CUS00491,18.0,male,18-24,Đà Lạt,southern,"Nhân khẩu học: 18.0 tuổi, male, nhóm 18-24, khu vực Đà Lạt, sở thích: southern"
CUS00492,23.0,female,18-24,Đà Nẵng,central,"Nhân khẩu học: 23.0 tuổi, female, nhóm 18-24, khu vực Đà Nẵng, sở thích: central"
CUS00493,18.0,male,18-24,Hạ Long,northern,"Nhân khẩu học: 18.0 tuổi, male, nhóm 18-24, khu vực Hạ Long, sở thích: northern"
CUS00494,55.0,male,55-64,Hạ Long,northern,"Nhân khẩu học: 55.0 tuổi, male, nhóm 55-64, khu vực Hạ Long, sở thích: northern"
CUS00495,55.0,male,55-64,Hải Phòng,northern,"Nhân khẩu học: 55.0 tuổi, male, nhóm 55-64, khu vực Hải Phòng, sở thích: northern"
CUS00496,67.0,female,65+,Hải Phòng,northern,"Nhân khẩu học: 67.0 tuổi, female, nhóm 65+, khu vực Hải Phòng, sở thích: northern"
CUS00497,31.0,male,25-34,Đà Nẵng,central,"Nhân khẩu học: 31.0 tuổi, male, nhóm 25-34, khu vực Đà Nẵng, sở thích: central"
CUS00498,37.0,male,35-44,TP.HCM,southern,"Nhân khẩu học: 37.0 tuổi, male, nhóm 35-44, khu vực TP.HCM, sở thích: southern"
CUS00499,44.0,female,35-44,Hải Phòng,northern,"Nhân khẩu học: 44.0 tuổi, female, nhóm 35-44, khu vực Hải Phòng, sở thích: northern"
CUS00500,37.0,female,35-44,Hà Nội,northern,"Nhân khẩu học: 37.0 tuổi, female, nhóm 35-44, khu vực Hà Nội, sở thích: northern"
CUS00501,44.0,female,35-44,Đà Nẵng,central,"Nhân khẩu học: 44.0 tuổi, female, nhóm 35-44, khu vực Đà Nẵng, sở thích: central"
CUS00502,51.0,male,45-54,Buôn Ma Thuột,central,"Nhân khẩu học: 51.0 tuổi, male, nhóm 45-54, khu vực Buôn Ma Thuột, sở thích: central"
CUS00503,68.0,female,65+,Hải Phòng,northern,"Nhân khẩu học: 68.0 tuổi, female, nhóm 65+, khu vực Hải Phòng, sở thích: northern"
CUS00504,55.0,female,55-64,Hải Phòng,northern,"Nhân khẩu học: 55.0 tuổi, female, nhóm 55-64, khu vực Hải Phòng, sở thích: northern"
CUS00505,54.0,male,45-54,Nha Trang,all_regions,"Nhân khẩu học: 54.0 tuổi, male, nhóm 45-54, khu vực Nha Trang, sở thích: all_regions"
CUS00506,19.0,male,18-24,Huế,central,"Nhân khẩu học: 19.0 tuổi, male, nhóm 18-24, khu vực Huế, sở thích: central"
CUS00507,39.0,male,35-44,Hải Phòng,northern,"Nhân khẩu học: 39.0 tuổi, male, nhóm 35-44, khu vực Hải Phòng, sở thích: northern"
